,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Year,Month,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
232656,Person search,0.0,,51.529323,-0.355189,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.355189 51.529323),2129.0,2130.0,E01001259,Ealing 014B,14241.0,5.0,673744.288787842,4584.28950071012,E01001259
232681,Person search,0.0,,51.515124,-0.435991,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.435991 51.515124),1358.0,1359.0,E01002405,Hillingdon 027A,11728.0,4.0,2579873.49972534,10505.3491593535,E01002405
232743,Person and Vehicle search,0.0,,51.494818,-0.069505,Male,over 34,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.069505 51.494818),4675.0,4676.0,E01003977,Southwark 010A,9324.0,3.0,336430.342254639,2948.41732482974,E01003977
232904,Person search,0.0,,51.47834,-0.101812,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.101812 51.47834),4630.0,4631.0,E01003926,Southwark 021F,7330.0,3.0,272493.718452454,2401.46528130017,E01003926
233024,Person search,0.0,,51.491301,0.06871,Male,over 34,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.06871 51.491301),,,,,,,,,
233106,Person search,0.0,,51.617264,-0.064819,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.064819 51.617264),2294.0,2295.0,E01001425,Enfield 027B,2455.0,1.0,1041247.87098694,5385.14552638598,E01001425
233130,Person search,0.0,,51.504313,-0.423033,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.423033 51.504313),1360.0,1361.0,E01002407,Hillingdon 030A,11705.0,4.0,1247651.17694092,6931.54263778986,E01002407
233151,Person search,0.0,,51.509054,-0.196669,Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.196669 51.509054),1824.0,1825.0,E01002884,Kensington and Chelsea 006C,13100.0,4.0,198337.393966675,3433.96190417903,E01002884
233203,Person search,0.0,,51.509054,-0.196669,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.196669 51.509054),1824.0,1825.0,E01002884,Kensington and Chelsea 006C,13100.0,4.0,198337.393966675,3433.96190417903,E01002884
233218,Person search,0.0,,51.509005,-0.196412,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.196412 51.509005),1767.0,1768.0,E01002827,Kensington and Chelsea 008D,22084.0,7.0,652327.026229858,4196.27272199729,E01002827
233231,Person and Vehicle search,0.0,,51.540461,-0.260767,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.260767 51.540461),586.0,587.0,E01000599,Brent 027D,1969.0,1.0,231096.005874634,2601.35751951552,E01000599
233282,Person and Vehicle search,0.0,,51.612532,-0.103296,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.103296 51.612532),2266.0,2267.0,E01001397,Enfield 035C,10992.0,4.0,787461.009414673,5156.58960280933,E01001397
233317,Person search,0.0,,51.524449,-0.057585,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.057585 51.524449),4896.0,4897.0,E01004212,Tower Hamlets 011D,10838.0,4.0,218468.173412323,2805.21633313609,E01004212
233393,Person search,0.0,,51.508592,-0.126479,Male,18-24,Not Stated (NS),Black,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.126479 51.508592),5397.0,5398.0,E01004734,Westminster 018A,7933.0,3.0,825953.980491638,7044.84635475906,E01004734
233441,Person and Vehicle search,0.0,,51.408895,0.107278,Male,over 34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (0.107278 51.408895),720.0,721.0,E01000735,Bromley 014C,8001.0,3.0,1313998.86667633,6600.03604585334,E01000735
233474,Person search,0.0,,51.517311,-0.207384,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.207384 51.517311),1771.0,1772.0,E01002831,Kensington and Chelsea 004C,5299.0,2.0,288493.398864746,3285.55190364775,E01002831
233499,Person search,0.0,,51.362644,-0.145255,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.145255 51.362644),4859.0,4860.0,E01004174,Sutton 017C,16717.0,6.0,432172.035255432,3608.59497484875,E01004174
233526,Person and Vehicle search,0.0,,51.612451,-0.064157,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.064157 51.612451),2425.0,2426.0,E01001558,Enfield 033E,4348.0,2.0,387588.197525024,4056.00362475836,E01001558
233646,Person and Vehicle search,0.0,,51.644899,-0.046963,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.046963 51.644899),2374.0,2375.0,E01001507,Enfield 012D,4121.0,2.0,699002.227380753,5468.27940488797,E01001507
233672,Person and Vehicle search,0.0,,51.536861,0.069564,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.069564 51.536861),6.0,7.0,E01000008,Barking and Dagenham 015B,5010.0,2.0,499373.306308746,6283.24888554106,E01000008
233695,Person and Vehicle search,0.0,,51.544827,-0.252597,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.252597 51.544827),518.0,519.0,E01000526,Brent 025D,3682.0,2.0,360536.192581177,3401.94629969901,E01000526
233702,Person and Vehicle search,0.0,,51.504927,0.025852,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.025852 51.504927),4322.0,4323.0,E01003609,Newham 037A,12030.0,4.0,2447251.17013931,11530.7760106067,E01003609
233718,Person search,0.0,,51.547587,-0.000306,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.000306 51.547587),4326.0,4327.0,E01003617,Newham 012B,8005.0,3.0,587000.049614012,4568.05680159126,E01003617
233729,Person search,0.0,,51.490173,-0.062701,Male,over 34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.062701 51.490173),4724.0,4725.0,E01004038,Southwark 010C,12539.0,4.0,551429.246627808,4082.31228244883,E01004038
233747,Person search,0.0,,51.542507,-0.146589,Female,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.146589 51.542507),840.0,841.0,E01000858,Camden 018B,4987.0,2.0,565673.425811768,5303.98347289292,E01000858
233780,Person and Vehicle search,0.0,,51.599743,-0.035385,Female,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.035385 51.599743),5073.0,5074.0,E01004398,Waltham Forest 009A,4902.0,2.0,1116981.04633904,6076.79406662777,E01004398
233799,Person search,0.0,,51.548685,0.068095,Female,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.068095 51.548685),4293.0,4294.0,E01003580,Newham 005D,6741.0,3.0,582360.228431702,3187.03530463688,E01003580
233862,Person and Vehicle search,0.0,,51.541959,-0.172367,Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.172367 51.541959),945.0,946.0,E01000963,Camden 017C,26116.0,8.0,494392.403434753,4732.74249349327,E01000963
233923,Person search,0.0,,51.470361,-0.458471,Male,25-34,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.458471 51.470361),1397.0,1398.0,E01002444,Hillingdon 031A,12349.0,4.0,40703118.4040833,33142.6591573474,E01002444
233933,Person and Vehicle search,0.0,,51.554271,0.072619,Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.072619 51.554271),4395.0,4396.0,E01003689,Redbridge 030G,7418.0,3.0,648450.541004181,4288.12237865628,E01003689
233942,Person search,0.0,,51.591247,-0.069101,Male,25-34,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.069101 51.591247),1036.0,1037.0,E01002081,Haringey 012D,2971.0,1.0,359640.286384583,2784.88581467323,E01002081
233987,Person search,0.0,,51.580605,-0.198933,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.198933 51.580605),206.0,207.0,E01000211,Barnet 035C,19377.0,6.0,716754.954116821,7044.87243473912,E01000211
234029,Person search,0.0,,51.533499,-0.345177,Male,18-24,Black or Black British - African (B2),Other,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.345177 51.533499),2137.0,2138.0,E01001267,Ealing 006C,7140.0,3.0,989644.472702026,7734.34665002594,E01001267
234054,Person and Vehicle search,0.0,,51.61225,-0.159536,Male,18-24,White - White Irish (W2),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.159536 51.61225),157.0,158.0,E01000162,Barnet 015E,15689.0,5.0,475398.840530396,4803.72735486603,E01000162
234110,Person and Vehicle search,0.0,,51.62746,-0.174192,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.174192 51.62746),276.0,277.0,E01000281,Barnet 008D,23416.0,8.0,693302.523094177,5242.10096046863,E01000281
234205,Person search,0.0,,51.494571,-0.420157,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.420157 51.494571),1444.0,1445.0,E01002491,Hillingdon 032D,10125.0,4.0,486935.720794678,4325.04033478092,E01002491
234306,Person search,0.0,,51.48968,-0.081362,Male,25-34,Chinese or other ethnic group - Any other ethnic group (O9),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.081362 51.48968),4663.0,4664.0,E01003964,Southwark 015A,5759.0,2.0,1155871.09997177,6893.94769842125,E01003964
234353,Person and Vehicle search,0.0,,51.574938,0.137695,Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.137695 51.574938),28.0,29.0,E01000031,Barking and Dagenham 002A,12267.0,4.0,2181579.9489975,8397.20652162005,E01000031
234422,Person search,0.0,,51.570409,-0.306522,Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.306522 51.570409),563.0,564.0,E01000574,Brent 007C,23631.0,8.0,566984.543212891,3687.25613208044,E01000574
234437,Person and Vehicle search,0.0,,51.531152,-0.027628,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.027628 51.531152),,,,,,,,,
234451,Person and Vehicle search,0.0,,51.525378,-0.072451,Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.072451 51.525378),4991.0,4992.0,E01004315,Tower Hamlets 006C,6850.0,3.0,242741.619895935,3305.91220666971,E01004315
234684,Person and Vehicle search,0.0,,51.47616,-0.093291,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.093291 51.47616),4625.0,4626.0,E01003921,Southwark 021C,4355.0,2.0,323263.971336365,3992.42238460699,E01003921
234706,Person search,0.0,,51.488765,-0.103626,Male,25-34,Black or Black British - African (B2),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.103626 51.488765),4685.0,4686.0,E01003995,Southwark 014B,5860.0,2.0,166282.85912323,2542.82445857361,E01003995
234744,Person search,0.0,,51.564585,-0.105566,Male,18-24,Chinese or other ethnic group - Any other ethnic group (O9),Other,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.105566 51.564585),1677.0,1678.0,E01002734,Islington 005B,4096.0,2.0,305895.050811768,3756.7516432496,E01002734
234879,Person search,0.0,,51.522616,-0.058211,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.058211 51.522616),4891.0,4892.0,E01004206,Tower Hamlets 013B,3446.0,2.0,199589.649898529,3032.17909073768,E01004206
234942,Person and Vehicle search,0.0,,51.531054,-0.066574,Male,over 34,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.066574 51.531054),4994.0,4995.0,E01004318,Tower Hamlets 006D,5572.0,2.0,148586.946178436,2498.05020271696,E01004318
235081,Person and Vehicle search,0.0,,51.366932,-0.179574,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.179574 51.366932),4789.0,4790.0,E01004103,Sutton 013B,26783.0,9.0,448033.766860962,4883.98335460735,E01004103
235219,Person search,0.0,,51.38442,-0.109006,Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.109006 51.38442),1988.0,1989.0,E01001117,Croydon 015C,9323.0,3.0,445325.571609497,3236.13622163068,E01001117
235231,Person search,0.0,,51.537664,0.035468,Male,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.035468 51.537664),4279.0,4280.0,E01003566,Newham 014D,7833.0,3.0,255821.847309113,2545.4435281973,E01003566
235241,Person and Vehicle search,0.0,,51.510766,-0.372113,Male,25-34,Asian or Asian British - Indian (A1),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.372113 51.510766),2231.0,2232.0,E01001361,Ealing 023E,6178.0,2.0,994045.975662231,5608.16915170841,E01001361
235349,Person search,0.0,,51.533369,-0.10705,Male,25-34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.10705 51.533369),1640.0,1641.0,E01002696,Islington 020A,14178.0,5.0,381504.950515747,3766.48361295415,E01002696
235402,Person search,0.0,,51.526514,-0.438455,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.438455 51.526514),1408.0,1409.0,E01002455,Hillingdon 019D,14192.0,5.0,923558.165588379,6642.93257719919,E01002455
235430,Person search,0.0,,51.510505,-0.221067,Male,18-24,Not Stated (NS),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.221067 51.510505),2785.0,2786.0,E01001943,Hammersmith and Fulham 004A,6650.0,3.0,1141412.22929382,5592.78209300092,E01001943
235454,Person search,0.0,,51.509329,-0.320561,Male,25-34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.320561 51.509329),2257.0,2258.0,E01001388,Ealing 028E,5956.0,2.0,454479.488067627,4253.57833588822,E01001388
235468,Person search,0.0,,51.402519,0.016349,Male,25-34,White - White British (W1),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (0.016349 51.402519),660.0,661.0,E01000675,Bromley 018B,24305.0,8.0,1480625.83528423,8402.47107417879,E01000675
235528,Person search,0.0,,51.540263,0.00044,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.00044 51.540263),4326.0,4327.0,E01003617,Newham 012B,8005.0,3.0,587000.049614012,4568.05680159126,E01003617
235600,Person search,0.0,,51.470571,-0.061746,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.061746 51.470571),4694.0,4695.0,E01004005,Southwark 023D,3029.0,1.0,393468.058513641,4184.64658557819,E01004005
235682,Person and Vehicle search,0.0,,51.407333,-0.140471,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.140471 51.407333),4131.0,4132.0,E01003415,Merton 017C,14583.0,5.0,556684.428489685,3212.81385607486,E01003415
235798,Person and Vehicle search,0.0,,51.509489,-0.033535,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.033535 51.509489),4939.0,4940.0,E01004258,Tower Hamlets 023D,12802.0,4.0,257088.174137115,3089.10919430121,E01004258
235853,Person search,0.0,,51.508113,-0.224576,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Other,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.224576 51.508113),2785.0,2786.0,E01001943,Hammersmith and Fulham 004A,6650.0,3.0,1141412.22929382,5592.78209300092,E01001943
235854,Person and Vehicle search,0.0,,51.422624,-0.101403,Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.101403 51.422624),3809.0,3810.0,E01003086,Lambeth 031D,7351.0,3.0,371988.848815918,3337.89875845098,E01003086
235876,Person and Vehicle search,0.0,,51.425883,-0.089444,Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.089444 51.425883),3793.0,3794.0,E01003070,Lambeth 033E,3295.0,2.0,324732.217971802,2868.43862052556,E01003070
235934,Person search,0.0,,51.515216,-0.206183,Female,25-34,White - Any other White ethnic background (W9),White,Articles for use in criminal damage,Offender given penalty notice,,,2016,10,POINT (-0.206183 51.515216),1773.0,1774.0,E01002833,Kensington and Chelsea 007A,15083.0,5.0,187140.352096558,2544.95858221347,E01002833
235974,Person and Vehicle search,0.0,,51.523977,-0.075841,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (-0.075841 51.523977),4993.0,4994.0,E01004317,Tower Hamlets 009D,9244.0,3.0,707675.860996246,4287.80483007628,E01004317
236002,Person and Vehicle search,0.0,,51.582311,0.140192,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.140192 51.582311),24.0,25.0,E01000027,Barking and Dagenham 001A,5097.0,2.0,3834352.10308075,10583.1873949803,E01000027
236044,Person and Vehicle search,0.0,,51.533446,0.024624,Male,18-24,Asian or Asian British - Bangladeshi (A3),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.024624 51.533446),4305.0,4306.0,E01003592,Newham 022B,6110.0,2.0,372669.007989883,3208.18767254815,E01003592
236054,Person and Vehicle search,0.0,,51.533446,0.024624,Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given penalty notice,,,2016,10,POINT (0.024624 51.533446),4305.0,4306.0,E01003592,Newham 022B,6110.0,2.0,372669.007989883,3208.18767254815,E01003592
